Word	Phonetic
envy	/ˈɛnvi/
startling	/ˈstɑɹtɫɪŋ/
starve	/ˈstɑɹv/
intimate	/ˈɪnəmət/, /ˈɪntəˌmeɪt/, /ˈɪntəmət/
suspend	/səˈspɛnd/
tick off	
repetition	/ˌɹɛpəˈtɪʃən/
wit	/ˈwɪt/
adjust	/əˈdʒəst/
drain	/ˈdɹeɪn/
concrete	/ˈkɑnkɹit/, /kənˈkɹit/
dwell	/ˈdwɛɫ/
intermediate	/ˌɪnɝˈmidiɪt/, /ˌɪntɝˈmidiɪt/
invisible	/ˌɪnˈvɪzəbəɫ/
mock	/ˈmɑk/
obligation	/ˌɑbɫəˈɡeɪʃən/
pray	/ˈpɹeɪ/
warrant	/ˈwɔɹənt/
respiration	/ˌɹɛspɝˈeɪʃən/
summarise	
pollute	/pəˈɫut/
pointless	/ˈpɔɪntɫəs/
terminal	/ˈtɝmənəɫ/
devise	/dɪˈvaɪs/, /dɪˈvaɪz/
resent	/ɹiˈzɛnt/, /ɹɪˈzɛnt/
vital	/ˈvaɪtəɫ/
utility	/juˈtɪɫəti/
imply	/ˌɪmˈpɫaɪ/
deprive	/dɪˈpɹaɪv/
overtake	/ˈoʊvɝˌteɪk/
statistics	/stəˈtɪstɪks/
gaze	/ˈɡeɪz/
glimpse	/ˈɡɫɪmps/
conceal	/kənˈsiɫ/
exclude	/ɪkˈskɫud/
abuse	/əbˈjus/, /əbˈjuz/
disorder	/dɪˈsɔɹdɝ/
affordable	/əˈfɔɹdəbəɫ/
obscure	/əbˈskjʊɹ/
vacant	/ˈveɪkənt/
prompt	/ˈpɹɑmpt/
peculiar	/pəkˈjuɫjɝ/, /pɪkˈjuɫjɝ/
dim	/ˈdɪm/
mutual	/ˈmjutʃuəɫ/
worthy	/ˈwɝði/
strive	/ˈstɹaɪv/
perception	/pɝˈsɛpʃən/
alliance	/əˈɫaɪəns/
defensive	/dɪˈfɛnsɪv/
attentive	/əˈtɛntɪv/
authorise	
knot	/ˈnɑt/
margin	/ˈmɑɹdʒən/
bounce	/ˈbaʊns/
breeze	/ˈbɹiz/
monetary	/ˈmɑnəˌtɛɹi/
naval	/ˈneɪvəɫ/
nobility	/noʊˈbɪɫəti/
compliment	/ˈkɑmpɫəmɛnt/
condense	/kənˈdɛns/
pierce	/ˈpɪɹs/
curse	/ˈkɝs/
daring	/ˈdɛɹɪŋ/
groan	/ˈɡɹoʊn/
apparatus	/ˌæpɝˈætəs/
descent	/dɪˈsɛnt/
resume	/ˈɹɛzəˌmeɪ/, /ɹiˈzum/, /ɹɪˈzum/
revolve	/ɹiˈvɑɫv/
distrust	/dɪˈstɹəst/
divine	/dɪˈvaɪn/
dizzy	/ˈdɪzi/
sincerely	/sɪnˈsɪɹɫi/
slippery	/ˈsɫɪpɝi/, /ˈsɫɪpɹi/
eternal	/iˈtɝnəɫ/, /ɪˈtɝnəɫ/
soak	/ˈsoʊk/
exaggerate	/ɪɡˈzædʒɝˌeɪt/
faraway	/ˈfɑɹəˈweɪ/
subtitle	/ˈsəbˌtaɪtəɫ/
suck	/ˈsək/
flatter	/ˈfɫætɝ/
fuzzy	/ˈfəzi/
graceful	/ˈɡɹeɪsfəɫ/
dedicate	/ˈdɛdəˌkeɪt/
haunt	/ˈhɔnt/
standpoint	/ˈstændˌpɔɪnt/
sting	/ˈstɪŋ/
impatient	/ˌɪmˈpeɪʃənt/
proclaim	/pɹoʊˈkɫeɪm/
prose	/ˈpɹoʊz/
intellectual	/ˌɪnəˈɫɛktʃuəɫ/, /ˌɪntəˈɫɛktʃuəɫ/
inward	/ˈɪnwɝd/
justify	/ˈdʒəstəˌfaɪ/
awe	/ˈɑ/, /ˈɔ/
blast	/ˈbɫæst/
mechanism	/ˈmɛkəˌnɪzəm/
bulk	/ˈbəɫk/
choke	/ˈtʃoʊk/
coarse	/ˈkɔɹs/
nuisance	/ˈnusəns/
perish	/ˈpɛɹɪʃ/
crawl	/ˈkɹɔɫ/
plunge	/ˈpɫəndʒ/
incline	/ˈɪnkɫaɪn/, /ˌɪnˈkɫaɪn/
inheritance	/ˌɪnˈhɛɹətəns/
provoke	/pɹəˈvoʊk/
surrender	/sɝˈɛndɝ/
resign	/ɹiˈsaɪn/, /ɹiˈzaɪn/, /ɹɪˈzaɪn/
destiny	/ˈdɛstəni/
disgusting	/dɪsˈɡəstɪŋ/
scrape	/ˈskɹeɪp/
sect	/ˈsɛkt/
cue	/ˈkju/
cutoff	/ˈkəˌtɔf/
decay	/dɪˈkeɪ/
signify	/ˈsɪɡnəˌfaɪ/
dump	/ˈdəmp/
enquiry	/ɪnˈkwaɪˌɹi/
smash	/ˈsmæʃ/
ethnicity	/ɛθˈnɪsɪti/
sober	/ˈsoʊbɝ/
stain	/ˈsteɪn/
hesitation	/ˌhɛzəˈteɪʃən/
humble	/ˈhəmbəɫ/
stumble	/ˈstəmbəɫ/
feeble	/ˈfibəɫ/
fibre	/ˈfaɪbɝ/
supervision	/ˌsupɝˈvɪʒən/
remainder	/ɹiˈmeɪndɝ/, /ɹɪˈmeɪndɝ/
suspicion	/səˈspɪʃən/
tempt	/ˈtɛmpt/
tender	/ˈtɛndɝ/
countless	/ˈkaʊntɫəs/
crack	/ˈkɹæk/
thrust	/ˈθɹəst/
trim	/ˈtɹɪm/
vocal	/ˈvoʊkəɫ/
autograph	/ˈɔtəˌɡɹæf/
breakdown	/ˈbɹeɪkˌdaʊn/
fatal	/ˈfeɪtəɫ/
fuss	/ˈfəs/
gratitude	/ˈɡɹætəˌtud/
heir	/ˈɛɹ/
procession	/pɹəˈsɛʃən/, /pɹoʊˈsɛʃən/
reassure	/ˌɹiəˈʃʊɹ/
needy	/ˈnidi/
objection	/əbˈdʒɛkʃən/
pledge	/ˈpɫɛdʒ/
hollow	/ˈhɑɫoʊ/
leak	/ˈɫik/
replacement	/ɹɪˈpɫeɪsmənt/
reside	/ɹiˈzaɪd/, /ɹɪˈzaɪd/
sob	/ˈsɑb/
sow	/ˈsaʊ/, /ˈsoʊ/
recess	/ˈɹisɛs/, /ɹɪˈsɛs/
frankly	/ˈfɹæŋkɫi/
seize	/ˈsiz/
yield	/ˈjiɫd/
abolish	/əˈbɑɫɪʃ/
insult	/ˈɪnˌsəɫt/, /ˌɪnˈsəɫt/
despise	/dɪˈspaɪz/
offend	/əˈfɛnd/
betray	/bɪˈtɹeɪ/
glance	/ˈɡɫæns/
cease	/ˈsis/
earnest	/ˈɝnɪst/
seasonal	/ˈsizənəɫ/
dawn	/ˈdɔn/
exhausted	/ɪɡˈzɔstɪd/
equivalent	/ɪˈkwɪvəɫənt/
dignity	/ˈdɪɡnəti/
remark	/ɹiˈmɑɹk/, /ɹɪˈmɑɹk/
sorrow	/ˈsɑɹoʊ/
tragedy	/ˈtɹædʒədi/
nerve	/ˈnɝv/
prejudice	/ˈpɹɛdʒədɪs/
absurd	/əbˈsɝd/
multiple	/ˈməɫtəpəɫ/
supreme	/səˈpɹim/, /sɝˈpɹim/
donation	/doʊˈneɪʃən/
fetch	/ˈfɛtʃ/
leisurely	/ˈɫizɝɫi/
unavoidable	/ˌənəˈvɔɪdəbəɫ/
prosperity	/pɹɑˈspɛɹəti/
humanity	/hjuˈmænɪti/, /juˈmænɪti/
deceive	/dɪˈsiv/
dismiss	/dɪsˈmɪs/
splendid	/ˈspɫɛndɪd/
envious	/ˈɛnviəs/
mischief	/ˈmɪstʃəf/
despair	/dɪˈspɛɹ/
grief	/ˈɡɹif/
misery	/ˈmɪzɝi/
coward	/ˈkaʊɝd/
idle	/ˈaɪdəɫ/
indifferent	/ˌɪnˈdɪfɝənt/, /ˌɪnˈdɪfɹənt/
punctual	/ˈpəŋktʃuəɫ/
consent	/kənˈsɛnt/
conscience	/ˈkɑnʃəns/
numerous	/ˈnumɝəs/
deficit	/ˈdɛfəsət/
blowup	/ˈbɫoʊˌəp/
dreadful	/ˈdɹɛdfəɫ/
grin	/ˈɡɹɪn/
sacrifice	/ˈsækɹəˌfaɪs/
well-being	/ˌwɛɫˈbiɪŋ/
put forward	
date back to	
take 〜 for granted	
give rise to	
explosive	/ɪksˈpɫoʊsɪv/
instrumental	/ˌɪnstɹəˈmɛnəɫ/, /ˌɪnstɹəˈmɛntəɫ/
skyscraper	/ˈskaɪsˌkɹeɪpɝ/
contentment	/kənˈtɛntmənt/
taxation	/tækˈseɪʃən/
paperwork	/ˈpeɪpɝˌwɝk/
guidance	/ˈɡaɪdəns/
naive	/ˌnaɪˈiv/
hypocritical	/ˌhɪpəˈkɹɪtɪkəɫ/
topical	/ˈtɑpəkəɫ/, /ˈtɑpɪkəɫ/
countermeasure	/ˈkaʊntɝˌmɛʒɝ/
dependable	/dɪˈpɛndəbəɫ/
time-consuming	
at the expense of	
in pursuit of	
a case in point	
disposable	/dɪˈspoʊzəbəɫ/
session	/ˈsɛʃən/
novel	/ˈnɑvəɫ/
objective	/əbˈdʒɛktɪv/
implicit	/ˌɪmˈpɫɪsət/
marked	/ˈmɑɹkt/
lengthy	/ˈɫɛŋθi/
discipline	/ˈdɪsəpɫən/
maze	/ˈmeɪz/
expertise	/ˌɛkspɝˈtiz/
mortality	/mɔɹˈtæɫəti/
output	/ˈaʊtˌpʊt/
explicit	/ɪksˈpɫɪsət/
implication	/ˌɪmpɫəˈkeɪʃən/
mobile	/ˈmoʊbəɫ/
fragile	/ˈfɹædʒəɫ/
mobility	/moʊˈbɪɫəti/, /moʊˈbɪɫɪti/
altitude	/ˈæɫtəˌtud/
valid	/ˈvæɫɪd/
drawback	/ˈdɹɔˌbæk/
excavation	/ˌɛkskəˈveɪʃən/
likelihood	/ˈɫaɪkɫiˌhʊd/
overview	/ˈoʊvɝvˌju/
vulnerable	/ˈvəɫnɝəbəɫ/
feat	/ˈfit/
criterion	/kɹaɪˈtɪɹiən/
presume	/pɹɪˈzum/
edible	/ˈɛdəbəɫ/
incentive	/ˌɪnˈsɛnɪv/, /ˌɪnˈsɛntɪv/
straightforward	/ˈstɹeɪtˈfɔɹwɝd/
strand	/ˈstɹænd/
allocate	/ˈæɫəˌkeɪt/
complexity	/kəmˈpɫɛksəti/, /kəmˈpɫɛksɪti/
autonomy	/əˈtɑnəmi/, /ɔˈtɑnəmi/
domesticate	/dəˈmɛstəˌkeɪt/
functional	/ˈfəŋkʃənəɫ/
prior	/ˈpɹaɪɝ/
reinforce	/ˌɹiɪnˈfɔɹs/
rotate	/ˈɹoʊˌteɪt/
underlying	/ˌəndɝˈɫaɪɪŋ/
rewarding	/ɹiˈwɔɹdɪŋ/, /ɹɪˈwɔɹdɪŋ/
resistant	/ɹiˈzɪstənt/, /ɹɪˈzɪstənt/
comprise	/kəmˈpɹaɪz/
domain	/doʊˈmeɪn/
intricate	/ˈɪntɹəkət/
minimise	
thrive	/ˈθɹaɪv/
toxic	/ˈtɑksɪk/
variable	/ˈvɛɹiəbəɫ/
enhance	/ɛnˈhæns/
for the sake of	
demanding	/dɪˈmændɪŋ/
a bunch of	
champion	/ˈtʃæmpiən/
array	/ɝˈeɪ/
compensate	/ˈkɑmpənˌseɪt/
rear	/ˈɹɪɹ/
compulsory	/kəmˈpəɫsɝi/
factual	/ˈfæktʃuəɫ/
asset	/ˈæˌsɛt/
found	/ˈfaʊnd/
imbalance	/ɪmˈbæɫəns/
reckon	/ˈɹɛkən/
spontaneous	/spɑnˈteɪniəs/
wreck	/ˈɹɛk/
premier	/pɹɛˈmɪɹ/, /pɹiˈmɪɹ/
redundant	/ɹɪˈdəndənt/
advocate	/ˈædvəˌkeɪt/, /ˈædvəkət/
vanish	/ˈvænɪʃ/
alter	/ˈɔɫtɝ/
ease	/ˈiz/
accelerate	/ækˈsɛɫɝˌeɪt/
collision	/kəˈɫɪʒən/
duration	/ˈdʊˈɹeɪʃən/
exotic	/ɪɡˈzɑtɪk/
facilitate	/fəˈsɪɫəˌteɪt/
incorporate	/ˌɪnˈkɔɹpɝˌeɪt/
contend	/kənˈtɛnd/
distort	/dɪˈstɔɹt/
ingenious	/ˌɪnˈdʒinjəs/
manoeuvre	/məˈnuːvɚ/
skyline	/ˈskaɪˌɫaɪn/
swift	/ˈswɪft/
tow	/ˈtoʊ/
socialise	
static	/ˈstætɪk/
innate	/ˌɪˈneɪt/
steadily	/ˈstɛdəɫi/
subsequent	/ˈsəbsəkwənt/
underestimate	/ˈəndɝˈɛstəˌmeɪt/, /ˈəndɝˈɛstəmət/
uphill	/ˈəpˈhɪɫ/
sanitation	/ˌsænəˈteɪʃən/, /ˌsænɪˈteɪʃən/
literate	/ˈɫɪtɝət/
accordingly	/əˈkɔɹdɪŋɫi/
noble	/ˈnoʊbəɫ/
virtue	/ˈvɝtʃu/
integrate	/ˈɪnəˌɡɹeɪt/, /ˈɪntəˌɡɹeɪt/
mount	/ˈmaʊnt/
by-product	
clarity	/ˈkɫɛɹəti/, /ˈkɫɛɹɪti/
dominance	/ˈdɑmənəns/
toddler	/ˈtɑdɫɝ/
decidedly	/ˌdɪˈsaɪdədɫi/
authentic	/əˈθɛnɪk/, /əˈθɛntɪk/, /ɔˈθɛnɪk/, /ɔˈθɛntɪk/
grave	/ˈɡɹeɪv/
dose	/ˈdoʊs/
scanty	/ˈskænti/
durable	/ˈdʊɹəbəɫ/
crisp	/ˈkɹɪsp/
inactive	/ˌɪˈnæktɪv/
conceive	/kənˈsiv/
inhibit	/ˌɪnˈhɪbət/
spacious	/ˈspeɪʃəs/
intake	/ˈɪnˌteɪk/
knowledgeable	/ˈnɑɫədʒəbəɫ/
lessen	/ˈɫɛsən/
archaic	/ɑɹˈkeɪɪk/
menace	/ˈmɛnəs/, /ˈmɛnɪs/
dictate	/ˈdɪkˌteɪt/, /dɪkˈteɪt/
notable	/ˈnoʊtəbəɫ/
prevalent	/ˈpɹɛvəɫənt/
quantify	/ˈkwɑntɪˌfaɪ/
monopoly	/məˈnɑpəɫi/
relevance	/ˈɹɛɫəvəns/
undergo	/ˌəndɝˈɡoʊ/
preferable	/ˈpɹɛfɝəbəɫ/, /ˈpɹɛfɹəbəɫ/
segment	/ˈsɛɡmənt/, /ˌsɛɡˈmɛnt/
subjective	/səbˈdʒɛktɪv/
disposal	/dɪˈspoʊzəɫ/
introductory	/ˌɪntɹəˈdəktɝi/, /ˌɪntɹoʊˈdəktɝi/
sophisticated	/səˈfɪstəˌkeɪtɪd/, /səˈfɪstɪˌkeɪtəd/
tolerant	/ˈtɑɫɝənt/
embrace	/ɛmˈbɹeɪs/, /ɪmˈbɹeɪs/
theoretical	/ˌθiɝˈɛtɪkəɫ/
whilst	/ˈwaɪɫst/
quote	/ˈkwoʊt/
pinpoint	/ˈpɪnˌpɔɪnt/
apprentice	/əˈpɹɛntəs/, /əˈpɹɛntɪs/
bound	/ˈbaʊnd/
on the brink of	
coincide with	
evoke	/iˈvoʊk/, /ɪˈvoʊk/
compatible	/kəmˈpætəbəɫ/
adverse	/ˈædˌvɝs/, /ædˈvɝs/, /ədˈvɝs/
decisive	/dɪˈsaɪsɪv/
revolutionise	
depict	/dɪˈpɪkt/
comprehensive	/ˌkɑmpɹiˈhɛnsɪv/
detach	/ˈdɪˌtætʃ/, /diˈtætʃ/
disuse	/dɪsˈjus/
texture	/ˈtɛkstʃɝ/
transparent	/tɹænˈspɛɹənt/
disrupt	/dɪsˈɹəpt/
eventual	/əˈvɛntʃuəɫ/, /iˈvɛntʃuəɫ/
expenditure	/ɪkˈspɛndətʃɝ/, /ɪkˈspɛndɪtʃɝ/
forthcoming	/ˈfɔɹθˈkəmɪŋ/
hierarchy	/ˈhaɪˌɹɑɹki/, /ˈhaɪɝˌɑɹki/
humility	/hjuˈmɪɫɪti/
impractical	/ˌɪmˈpɹæktəkəɫ/, /ˌɪmˈpɹæktɪkəɫ/
inaccurate	/ˌɪˈnækjɝət/
mainstream	/ˈmeɪnˌstɹim/
dweller	/ˈdwɛɫɝ/
emigrate	/ˈɛməˌɡɹeɪt/
emit	/ɪˈmɪt/
maximise	
informative	/ˌɪnˈfɔɹmətɪv/
municipal	/mjuˈnɪsəpəɫ/
nourish	/ˈnɝɪʃ/
work-oriented	
quota	/ˈkwoʊtə/
recollection	/ˌɹɛkəˈɫɛkʃən/
spouse	/ˈspaʊs/
inject	/ˌɪnˈdʒɛkt/
monoculture	/ˈmɒnoʊˌkʌlt͡ʃə(ɹ)/
staple	/ˈsteɪpəɫ/
deplete	/dɪˈpɫit/
steward	/ˈstuɝd/
dip	/ˈdɪp/
supposedly	/səˈpoʊzədɫi/
disastrous	/dɪˈzæstɹəs/
subscription	/səbsˈkɹɪpʃən/
tedious	/ˈtidiəs/
uneven	/əˈnivən/
loyalty	/ˈɫɔɪəɫti/
exert	/ɪɡˈzɝt/
industrious	/ˌɪnˈdəstɹiəs/
ambiguous	/æmˈbɪɡjuəs/
fancy	/ˈfænsi/
combat	/ˈkɑmbæt/, /kəmˈbæt/
escalate	/ˈɛskəˌɫeɪt/
safeguard	/ˈseɪfˌɡɑɹd/
imposing	/ˌɪmˈpoʊzɪŋ/
adolescent	/ˌædəˈɫɛsənt/, /ˌædoʊˈɫɛsənt/
prospective	/pɹəˈspɛktɪv/
amid	/əˈmɪd/
analogy	/əˈnæɫədʒi/
glory	/ˈɡɫɔɹi/
aspire	/əˈspaɪɹ/
brisk	/ˈbɹɪsk/
coherent	/koʊˈhɪɹənt/
coin	/ˈkɔɪn/
stride	/ˈstɹaɪd/
commonplace	/ˈkɑmənˌpɫeɪs/
acute	/əkˈjut/
status	/ˈstætəs/, /ˈsteɪtəs/
discard	/dɪˈskɑɹd/
comply with	
designate 〜 as[to be] ...	
curtail	/kɝˈteɪɫ/
disregard	/ˌdɪsɹɪˈɡɑɹd/
ditch	/ˈdɪtʃ/
embark	/ɛmˈbɑɹk/, /ɪmˈbɑɹk/
condemn	/kənˈdɛm/
emotive	/ˈiˌmoʊtɪv/, /ɪˈmoʊtɪv/
stab	/ˈstæb/
enrich	/ɛnˈɹɪtʃ/, /ɪnˈɹɪtʃ/
gauge	/ˈɡeɪdʒ/
dispense	/dɪˈspɛns/
halve	/ˈhæv/
inefficient	/ˌɪnɪˈfɪʃənt/
stimulating	/ˈstɪmjəˌɫeɪtɪŋ/
lingering	/ˈɫɪŋɡɝɪŋ/, /ˈɫɪŋɡɹɪŋ/
livelihood	/ˈɫaɪvɫiˌhʊd/
majestic	/məˈdʒɛstɪk/
inequity	/ˌɪˈnɛkwəti/
merge	/ˈmɝdʒ/
sip	/ˈsɪp/
monarchy	/ˈmɑnɑɹki/
obsessed	/əbˈsɛst/
perpetual	/pɝˈpɛtʃuəɫ/
skim	/ˈskɪm/
speculate	/ˈspɛkjəˌɫeɪt/
integral	/ˈɪnəɡɹəɫ/, /ˈɪntəɡɹəɫ/
placement	/ˈpɫeɪsmənt/
refrain	/ɹɪˈfɹeɪn/
stationary	/ˈsteɪʃəˌnɛɹi/
proactive	/ˌpɹoʊˈæktɪv/
responsive	/ɹɪˈspɑnsɪv/
royalty	/ˈɹɔɪəɫti/
sermon	/ˈsɝmən/
outskirts	/ˈaʊtˌskɝts/
exhaustive	/ɪɡˈzɔstɪv/
arbitrary	/ˈɑɹbəˌtɹɛɹi/, /ˈɑɹbɪˌtɹɛɹi/
subconscious	/səbˈkɑnʃəs/
relocate	/ˌɹiˈɫoʊkeɪt/
brew	/ˈbɹu/
conspicuous	/kənˈspɪkjuəs/
existent	/ɛɡˈzɪstənt/
foe	/ˈfoʊ/
ignition	/ˌɪɡˈnɪʃən/
shareholder	/ˈʃɛɹˌhoʊɫdɝ/
simultaneous	/ˌsaɪməɫˈteɪniəs/
squash	/ˈskwɑʃ/
waterproof	/ˈwɔtɝˌpɹuf/
stammer	/ˈstæmɝ/
bleak	/ˈbɫik/
clumsy	/ˈkɫəmzi/
stroll	/ˈstɹoʊɫ/
temperament	/ˈtɛmpɝmənt/, /ˈtɛmpɹəmənt/
toll	/ˈtoʊɫ/
tranquil	/ˈtɹæŋkwəɫ/, /ˈtɹæŋkwɪɫ/
sprawl	/ˈspɹɔɫ/
traverse	/ˈtɹævɝs/, /tɹəˈvɝs/
underscore	/ˌəndɝˈskɔɹ/
commentary	/ˈkɑmənˌtɛɹi/
weird	/ˈwɪɹd/
agenda	/əˈdʒɛndə/
correlation	/ˌkɔɹəˈɫeɪʃən/
delegate	/ˈdɛɫəˌɡeɪt/, /ˈdɛɫəɡət/
command	/kəˈmænd/
discretion	/dɪsˈkɹɛʃən/
meaningful	/ˈminɪŋfəɫ/
alarming	/əˈɫɑɹmɪŋ/
mediate	/ˈmidiˌeɪt/
periodical	/ˌpɪɹiˈɑdɪkəɫ/
superb	/sʊˈpɝb/
whereabouts	/ˈhwɛɹəˌbaʊts/, /ˈwɛɹəˌbaʊts/
introvert	/ˈɪntɹoʊˌvɝt/
solemn	/ˈsɑɫəm/
liable	/ˈɫaɪəbəɫ/
respectively	/ɹɪˈspɛktɪvɫi/
invaluable	/ˌɪnˈvæɫjəbəɫ/
contradict	/ˌkɑntɹəˈdɪkt/
distract	/dɪˈstɹækt/
drastic	/ˈdɹæstɪk/
fierce	/ˈfɪɹs/
superficial	/ˌsupɝˈfɪʃəɫ/
tolerance	/ˈtɑɫɝəns/
necessity	/nəˈsɛsəti/, /nəˈsɛsɪti/
nasty	/ˈnæsti/
in the meantime	
feasible	/ˈfizəbəɫ/
simplify	/ˈsɪmpɫəˌfaɪ/
playful	/ˈpɫeɪfəɫ/
persuasive	/pɝˈsweɪsɪv/
abound	/əˈbaʊnd/
astounding	/əˈstaʊndɪŋ/
comrade	/ˈkɑmˌɹæd/
audit	/ˈɔdɪt/
axis	/ˈæksəs/
bewilder	/bɪˈwɪɫdɝ/
blink	/ˈbɫɪŋk/
blur	/ˈbɫɝ/
caption	/ˈkæpʃən/
circulate	/ˈsɝkjəˌɫeɪt/
clatter	/ˈkɫætɝ/
flawless	/ˈfɫɔɫəs/
cling	/ˈkɫɪŋ/
accredited	/əˈkɹɛdɪtɪd/
afflict	/əˈfɫɪkt/
ascertain	/ˌæsɝˈteɪn/
clutch	/ˈkɫətʃ/
compile	/kəmˈpaɪɫ/
exterminate	/ɪkˈstɝməˌneɪt/
compress	/ˈkɑmpɹɛs/, /kəmˈpɹɛs/
concise	/kənˈsaɪs/
avail	/əˈveɪɫ/
intercept	/ˌɪnɝˈsɛpt/, /ˌɪntɝˈsɛpt/
avid	/ˈævəd/, /ˈævɪd/
confer	/kənˈfɝ/
cripple	/ˈkɹɪpəɫ/
defective	/dɪˈfɛktɪv/
graffiti	/ɡɹəˈfiti/
desolate	/ˈdɛsəˌɫeɪt/, /ˈdɛsəɫət/, /ˈdɛzəɫət/
devastate	/ˈdɛvəˌsteɪt/
dismal	/ˈdɪzməɫ/
agreeable	/əˈɡɹiəbəɫ/
displace	/dɪsˈpɫeɪs/
interchangeable	/ˌɪnɝˈtʃeɪndʒəbəɫ/, /ˌɪntɝˈtʃeɪndʒəbəɫ/
divert	/daɪˈvɝt/, /dɪˈvɝt/
elastic	/ɪˈɫæstɪk/
deficiency	/dɪˈfɪʃənsi/
eloquent	/ˈɛɫəkwənt/
eminent	/ˈɛmənənt/
encode	/ɛnˈkoʊd/
wary	/ˈwɛɹi/
endeavour	/ɪnˈdɛvɝ/
engross	/ɪnˈɡɹoʊs/
conspiracy	/kənˈspɪɹəsi/
contrive	/kənˈtɹaɪv/
credible	/ˈkɹɛdəbəɫ/
entangle	/ɛnˈtæŋɡəɫ/
expire	/ɪkˈspaɪɹ/
doom	/ˈdum/
duly	/ˈduɫi/
fury	/ˈfjʊɹi/
gigantic	/dʒaɪˈɡænɪk/, /dʒaɪˈɡæntɪk/
glare	/ˈɡɫɛɹ/
harmonise	
hinder	/ˈhɪndɝ/
hinge	/ˈhɪndʒ/
idealistic	/aɪˌdiəˈɫɪstɪk/
illuminate	/ˌɪˈɫumɪnɪt/
immerse	/ˌɪˈmɝs/
inherent	/ɪnˈhɛɹənt/, /ɪnˈhɪɹənt/
devour	/dɪˈvaʊɝ/
prestigious	/pɝˈstidʒəs/, /pɹɛˈstɪdʒəs/
dignify	/ˈdɪɡnəˌfaɪ/
exquisitely	/ˌɛksˈkwɪzɪtɫi/
foresee	/fɔɹˈsi/
discriminate	/dɪsˈkɹɪməˌneɪt/
lament	/ɫəˈmɛnt/
lapse	/ˈɫæps/
leftover	/ˈɫɛfˌtoʊvɝ/
linear	/ˈɫɪniɝ/
magnify	/ˈmæɡnəˌfaɪ/
knack	/ˈnæk/
merchandise	/ˈmɝtʃənˌdaɪz/
disdain	/dɪsˈdeɪn/
integrity	/ˌɪnˈtɛɡɹəti/, /ɪnˈtɛɡɹɪti/
misplace	/mɪsˈpɫeɪs/
mobilise	
polarise	
negligible	/ˈnɛɡɫədʒəbəɫ/, /ˈnɛɡɫɪdʒəbəɫ/
manifest	/ˈmænəˌfɛst/
pragmatic	/pɹæɡˈmætɪk/
precede	/pɹɪˈsid/
memorable	/ˈmɛmɝəbəɫ/
nostalgic	/nɔˈstæɫdʒɪk/
outreach	/ˈaʊˌtɹitʃ/
overlap	/ˈoʊvɝˌɫæp/
pave the way for	
perplexing	/pɝˈpɫɛksɪŋ/
afloat	/əˈfɫoʊt/
perseverance	/ˌpɝsəˈvɪɹəns/
sterile	/ˈstɛɹəɫ/
subdue	/səbˈdu/
posture	/ˈpɑstʃɝ/
notwithstanding	/ˌnɑtwɪθˈstændɪŋ/
novice	/ˈnɑvəs/
obstruct	/əbˈstɹəkt/
proportional	/pɹəˈpɔɹʃənəɫ/
recede	/ɹɪˈsid/
plea	/ˈpɫi/
recipient	/ɹəˈsɪpiənt/, /ɹɪˈsɪpiənt/
inflict	/ˌɪnˈfɫɪkt/
ridicule	/ˈɹɪdəkˌjuɫ/
ripple	/ˈɹɪpəɫ/
rotten	/ˈɹɑtən/
surpass	/sɝˈpæs/
wring	/ˈɹɪŋ/
rudiment	/ˈɹudɪmənt/
rumble	/ˈɹəmbəɫ/
shove	/ˈʃəv/
shrewd	/ˈʃɹud/
relish	/ˈɹɛɫɪʃ/
disprove	/dɪsˈpɹuv/
editorial	/ˌɛdəˈtɔɹiəɫ/
repel	/ɹɪˈpɛɫ/
revitalise	
shudder	/ˈʃədɝ/
subsidiary	/səbˈsɪdiˌɛɹi/
affluent	/ˈæfɫuənt/
swallow	/ˈswɑɫoʊ/, /ˈswɔɫoʊ/
tickle	/ˈtɪkəɫ/
tilt	/ˈtɪɫt/
tribute	/ˈtɹɪbjut/
vent	/ˈvɛnt/
worsen	/ˈwɝsən/
suffice	/səˈfaɪs/
summon	/ˈsəmən/
yarn	/ˈjɑɹn/
affirm	/əˈfɝm/
discern	/dɪˈsɝn/
airy	/ˈɛɹi/
zeal	/ˈziɫ/
anonymous	/əˈnɑnəməs/
centenary	/ˈsɛntəˌnɛɹi/
indulge	/ˌɪnˈdəɫdʒ/
chatter	/ˈtʃætɝ/
confidential	/ˌkɑnfəˈdɛnʃəɫ/
aid	/ˈeɪd/
mass	/ˈmæs/
grit	/ˈɡɹɪt/
conform to	
dilemma	/dɪˈɫɛmə/
console	/ˈkɑnsoʊɫ/, /kənˈsoʊɫ/
bulky	/ˈbəɫki/
crude	/ˈkɹud/
disbelief	/ˌdɪsbɪˈɫif/
endorse	/ɛnˈdɔɹs/
neutralise	
outfit	/ˈaʊtˌfɪt/
paradoxical	/ˌpɛɹəˈdɑksɪkəɫ/
explanatory	/ɪksˈpɫænəˌtɔɹi/
incidentally	/ˌɪnsɪˈdɛntəɫi/, /ˌɪnsɪˈdɛntɫi/
discredit	/dɪsˈkɹɛdət/
charitable	/ˈtʃæɹətəbəɫ/, /ˈtʃɛɹətəbəɫ/
voucher	/ˈvaʊtʃɝ/
intrude	/ˌɪnˈtɹud/
mighty	/ˈmaɪti/
